"","Transitions","subsetDeff","subsetDgeo","Key"
"NP->US",1,7.5806,12703.6481,"NP->US"
"NZ->US",2,3.3518,12747.0467,"NZ->US"
"PE->US",0,2.2595,5755.2281,"PE->US"
"PH->US",0,3.9573,13312.6309,"PH->US"
"PT->US",0,4.5838,6764.1901,"PT->US"
"PY->US",0,4.3414,8088.6045,"PY->US"
"RO->US",0,6.1563,8965.4436,"RO->US"
"RS->US",0,5.6426,8899.9554,"RS->US"
"SE->US",0,4.6147,7499.3282,"SE->US"
"SG->US",2,5.71,15191.7833,"SG->US"
"TH->US",1,5.393,14056.3847,"TH->US"
"TW->US",0,3.3878,12165.4126,"TW->US"
"UA->US",0,5.0533,9137.8425,"UA->US"
"UY->US",0,4.5442,9111.1084,"UY->US"
"VE->US",0,2.2666,4275.7811,"VE->US"
"VN->US",0,5.7203,13608.7267,"VN->US"
"AL->UY",0,7.5003,11430.5441,"AL->UY"
"AR->UY",2,1.3855,971.7584,"AR->UY"
"AT->UY",0,8.2056,11480.4146,"AT->UY"
"AU->UY",0,8.0548,12764.0196,"AU->UY"
"BD->UY",0,10.9649,16588.8282,"BD->UY"
"BG->UY",0,8.4281,11966.2937,"BG->UY"
"BO->UY",0,4.1414,2220.1126,"BO->UY"
"BR->UY",0,2.2834,2244.9237,"BR->UY"
"BY->UY",0,8.8237,12682.2575,"BY->UY"
"CA->UY",0,5.8947,10176.6004,"CA->UY"
"CH->UY",0,7.653,11062.2839,"CH->UY"
"CL->UY",0,3.0538,1470.6222,"CL->UY"
"CN->UY",0,8.7159,18793.621,"CN->UY"
"CO->UY",0,5.8129,5196.2944,"CO->UY"
"DE->UY",0,6.0356,11476.8943,"DE->UY"
"DK->UY",0,8.2825,11872.2692,"DK->UY"
"EC->UY",0,6.716,4424.0394,"EC->UY"
"ES->UY",0,4.4989,9639.9324,"ES->UY"
"FI->UY",0,8.5487,12939.1234,"FI->UY"
"FJ->UY",0,7.3287,11930.2436,"FJ->UY"
"FR->UY",0,5.8509,10708.7105,"FR->UY"
"GB->UY",0,6.4692,11029.547,"GB->UY"
"GF->UY",0,5.8939,4426.7446,"GF->UY"
"GR->UY",0,8.2021,11603.6337,"GR->UY"
"HK->UY",1,8.5387,18281.952,"HK->UY"
"ID->UY",0,10.5072,15631.0187,"ID->UY"
"IN->UY",0,9.7452,15362.5018,"IN->UY"
"IS->UY",0,7.0019,11369.2496,"IS->UY"
"IT->UY",0,5.8376,11010.4822,"IT->UY"
"JP->UY",0,7.0026,18995.4388,"JP->UY"
"KH->UY",0,11.6713,16805.1136,"KH->UY"
"KR->UY",0,7.8708,19704.722,"KR->UY"
"LA->UY",0,11.5634,17150.0832,"LA->UY"
"LK->UY",0,10.4978,14525.0704,"LK->UY"
"LV->UY",0,8.8784,12612.2517,"LV->UY"
"MD->UY",0,8.9331,12378.717,"MD->UY"
"MM->UY",0,11.5053,16784.7037,"MM->UY"
"MY->UY",0,9.9055,16235.1095,"MY->UY"
"NL->UY",0,7.3973,11282.6723,"NL->UY"
"NO->UY",0,8.2074,12360.8253,"NO->UY"
"NP->UY",0,11.7466,16238.9276,"NP->UY"
"NZ->UY",0,6.7092,10190.4995,"NZ->UY"
"PE->UY",0,4.43,3407.8575,"PE->UY"
"PH->UY",0,8.5016,17287.4268,"PH->UY"
"PT->UY",0,5.2986,9047.1546,"PT->UY"
"PY->UY",0,3.5198,1090.1907,"PY->UY"
"RO->UY",0,8.1566,11985.7497,"RO->UY"
"RS->UY",0,8.9977,11640.7966,"RS->UY"
"SE->UY",0,8.3649,12411.0709,"SE->UY"
"SG->UY",0,10.2296,15728.7755,"SG->UY"
"TH->UY",0,9.9372,16626.3099,"TH->UY"
"TW->UY",0,7.932,18734.3326,"TW->UY"
"UA->UY",0,9.2907,12642.3412,"UA->UY"
"US->UY",0,4.5442,9111.1084,"US->UY"
"VE->UY",0,6.7839,5127.0731,"VE->UY"
"VN->UY",0,10.2645,17260.1605,"VN->UY"
"AL->VE",0,6.2463,8941.7556,"AL->VE"
"AR->VE",0,5.4253,5384.826,"AR->VE"
"AT->VE",0,6.5365,8470.3857,"AT->VE"
"AU->VE",0,5.7772,16365.7236,"AU->VE"
"BD->VE",1,9.3098,15551.2928,"BD->VE"
"BG->VE",0,6.759,9457.0273,"BG->VE"
"BO->VE",0,4.2304,3030.9845,"BO->VE"
"BR->VE",0,4.5005,3632.6964,"BR->VE"
"BY->VE",0,7.1546,9388.05,"BY->VE"
"CA->VE",0,3.6171,5156.069,"CA->VE"
"CH->VE",0,6.2167,7986.5833,"CH->VE"
"CL->VE",0,5.4512,4778.1619,"CL->VE"
"CN->VE",0,6.4383,15392.2462,"CN->VE"
"CO->VE",0,2.3943,1032.6952,"CO->VE"
"DE->VE",0,4.3665,8164.7621,"DE->VE"
"DK->VE",0,6.57,8254.0942,"DK->VE"
"EC->VE",0,3.7228,1932.0019,"EC->VE"
"ES->VE",0,3.4056,6825.7638,"ES->VE"
"FI->VE",0,7.2218,9056.5083,"FI->VE"
"FJ->VE",0,5.0511,13114.1804,"FJ->VE"
"FR->VE",0,4.0751,7628.0053,"FR->VE"
"GB->VE",1,4.8141,7384.6213,"GB->VE"
"GF->VE",0,5.764,1643.4564,"GF->VE"
"GR->VE",0,6.533,9447.0335,"GR->VE"
"HK->VE",0,6.2611,16420.533,"HK->VE"
"ID->VE",0,8.2296,19265.961,"ID->VE"
"IN->VE",0,7.8458,14956.7686,"IN->VE"
"IS->VE",0,4.7243,6897.2515,"IS->VE"
"IT->VE",0,4.5836,8304.1067,"IT->VE"
"JP->VE",0,4.725,14414.5976,"JP->VE"
"KH->VE",0,9.3937,17307.608,"KH->VE"
"KR->VE",0,5.5932,14717.2384,"KR->VE"
"LA->VE",0,9.2858,16669.917,"LA->VE"
"LK->VE",0,8.8287,15812.3851,"LK->VE"
"LV->VE",0,7.2093,9089.9104,"LV->VE"
"MD->VE",0,7.6791,9587.2268,"MD->VE"
"MM->VE",0,9.2276,16137.0381,"MM->VE"
"MY->VE",0,8.7307,18300.2334,"MY->VE"
"NL->VE",0,5.3871,7853.7427,"NL->VE"
"NO->VE",0,7.114,8364.3883,"NO->VE"
"NP->VE",0,9.8472,14828.8557,"NP->VE"
"NZ->VE",0,5.6184,13263.0958,"NZ->VE"
"PE->VE",0,3.2627,2414.2839,"PE->VE"
"PH->VE",0,6.2239,17535.8119,"PH->VE"
"PT->VE",0,4.8412,5882.9733,"PT->VE"
"PY->VE",0,6.3447,4040.036,"PY->VE"
"RO->VE",0,6.9026,9261.5897,"RO->VE"
"RS->VE",0,7.3286,8998.0272,"RS->VE"
"SE->VE",0,6.8813,8646.7964,"SE->VE"
"SG->VE",0,7.9766,18355.1586,"SG->VE"
"TH->VE",0,7.6596,17042.2103,"TH->VE"
"TW->VE",0,5.6544,16176.6038,"TW->VE"
"UA->VE",0,7.3199,9791.2871,"UA->VE"
"US->VE",1,2.2666,4275.7811,"US->VE"
"UY->VE",0,6.7839,5127.0731,"UY->VE"
"VN->VE",0,7.9869,17117.9245,"VN->VE"
"AL->VN",0,8.8017,8712.0424,"AL->VN"
"AR->VN",1,8.879,17368.0021,"AR->VN"
"AT->VN",0,7.8647,9010.623,"AT->VN"
"AU->VN",3,4.5338,6149.2036,"AU->VN"
"BD->VN",0,6.053,1930.8062,"BD->VN"
"BG->VN",0,8.1004,8156.8602,"BG->VN"
"BO->VN",0,8.6958,19280.5164,"BO->VN"
"BR->VN",0,8.0633,17268.2595,"BR->VN"
"BY->VN",0,7.3266,7956.1676,"BY->VN"
"CA->VN",0,7.0708,12479.8623,"CA->VN"
"CH->VN",0,7.5208,9494.9158,"CH->VN"
"CL->VN",1,8.9048,18087.8934,"CL->VN"
"CN->VN",7,3.6989,1858.29,"CN->VN"
"CO->VN",0,7.8167,17422.8314,"CO->VN"
"DE->VN",0,5.7079,9225.7901,"DE->VN"
"DK->VN",0,7.497,9038.1017,"DK->VN"
"EC->VN",0,7.8921,18345.3099,"EC->VN"
"ES->VN",0,7.3659,10824.0776,"ES->VN"
"FI->VN",0,7.526,8145.7807,"FI->VN"
"FJ->VN",0,6.3889,8500.0218,"FJ->VN"
"FR->VN",0,4.4959,9869.808,"FR->VN"
"GB->VN",0,7.0008,9930.0012,"GB->VN"
"GF->VN",0,6.1848,16871.4261,"GF->VN"
"GR->VN",0,7.8743,8311.0832,"GR->VN"
"HK->VN",3,3.2709,1027.7719,"HK->VN"
"ID->VN",0,4.9066,2179.3475,"ID->VN"
"IN->VN",0,6.0715,3016.876,"IN->VN"
"IS->VN",0,8.1779,10236.2264,"IS->VN"
"IT->VN",0,7.139,9301.0302,"IT->VN"
"JP->VN",1,3.2619,3615.5314,"JP->VN"
"KH->VN",0,1.9867,465.6681,"KH->VN"
"KR->VN",1,3.1143,3038.5138,"KR->VN"
"LA->VN",0,2.5836,606.1357,"LA->VN"
"LK->VN",0,6.2475,3143.6022,"LK->VN"
"LV->VN",0,8.5507,8200.0709,"LV->VN"
"MD->VN",0,7.8414,7913.3445,"MD->VN"
"MM->VN",0,4.3675,1336.241,"MM->VN"
"MY->VN",1,3.6724,1215.9644,"MY->VN"
"NL->VN",0,7.4973,9511.4355,"NL->VN"
"NO->VN",0,8.2794,8829.6626,"NO->VN"
"NP->VN",1,5.5837,2667.9448,"NP->VN"
"NZ->VN",0,5.8839,9230.7804,"NZ->VN"
"PE->VN",0,7.9798,19363.4046,"PE->VN"
"PH->VN",0,4.7345,1747.4133,"PH->VN"
"PT->VN",0,7.419,11678.5349,"PT->VN"
"PY->VN",0,9.9076,18111.1249,"PY->VN"
"RO->VN",0,7.84,8281.8478,"RO->VN"
"RS->VN",0,8.5146,8591.5389,"RS->VN"
"SE->VN",0,7.9834,8593.8471,"SE->VN"
"SG->VN",0,3.0837,1598.1206,"SG->VN"
"TH->VN",1,2.7995,779.1554,"TH->VN"
"TW->VN",0,2.6127,1658.6436,"TW->VN"
"UA->VN",0,7.1674,7677.1184,"UA->VN"
"US->VN",1,5.7203,13608.7267,"US->VN"
"UY->VN",0,10.2645,17260.1605,"UY->VN"
"VE->VN",0,7.9869,17117.9245,"VE->VN"
